	Unnamed: 0	Date	HomeTeam	AwayTeam	FTHG	FTAG	FTR	HTGS	ATGS	HTGC	ATGC	HTP	ATP	HM1	HM2	HM3	HM4	HM5	AM1	AM2	AM3	AM4	AM5	HomeTeamLP	AwayTeamLP	MW	HTFormPtsStr	ATFormPtsStr	HTFormPts	ATFormPts	HTWinStreak3	HTWinStreak5	HTLossStreak3	HTLossStreak5	ATWinStreak3	ATWinStreak5	ATLossStreak3	ATLossStreak5	HTGD	ATGD	DiffPts	DiffFormPts	DiffLP	B365H	B365D	B365A	OddsOutput	IWH	IWD	IWA	LBH	LBD	LBA	WHH	WHD	WHA	Commentary	Season
356	356	02/05/2015	Aston Villa	Everton	3	2	H	24	41	45	43	0.941176471	1.205882353	W	D	L	L	W	W	D	W	W	W	15	5	34	WDLLW	WDWWW	7	13	0	0	0	0	1	0	0	0	-0.617647059	-0.058823529	-0.264705882	-0.176470588	10	2.75	3.3	2.8	HW	2.5	3.3	2.65	2.7	3.3	2.7	2.7	3.1	2.7	with thoughts of the fa cup final shelved this is one of three home games Everton Aston Villa is targeting as Aston Villa , two points above trouble , play for survival . with Aston Villa Aston Villa in better goalscoring form than his countryman Everton Everton , the manager is wary but optimistic . Everton are unbeaten in six games , last lost to Aston Villa in august 2010 and not yet on the beach . mark tallentire	14/15
357	357	02/05/2015	Leicester City	Newcastle United	3	0	H	36	36	54	57	0.885714286	1.0	L	W	W	W	W	L	L	L	L	L	18	10	35	LWWWW	LLLLL	12	0	1	0	0	0	0	0	1	1	-0.514285714	-0.6	-0.114285714	0.342857143	8	1.91	3.7	4.33	HW	1.95	3.35	3.7	1.95	3.6	3.8	1.91	3.5	4.0	it remains to be seen whether the realisation that Newcastle United have fallen into the relegation fight will jolt john Newcastle United ' s side into action - if it does not , then chances are that Leicester City will drag them further into trouble on saturday lunchtime by earning the victory that would take them to within a point of Newcastle United , who were 17 points clear of nigel Leicester City ' s side before this seven-match losing streak . Leicester City played well when losing to chelsea in midweek and will be confident of recording a fifth win in six matches . Leicester City doyle	14/15
358	358	02/05/2015	Liverpool	Queens Park Rangers	2	1	H	47	38	37	59	1.657142857	0.771428571	L	D	W	L	L	D	L	D	W	L	2	18	35	LDWLL	DLDWL	4	5	0	0	0	0	0	0	0	0	0.285714286	-0.6	0.885714286	-0.028571429	-16	1.36	5.25	10.0	HW	1.42	4.6	6.4	1.4	5.0	8.0	1.4	4.5	8.0	Queens Park Rangers have only four games to overturn a four-point deficit and preserve their premier league status with the first of three remaining away matches coming at a ground where they have won once in their history . the statistics do not augur well for chris Queens Park Rangers ' s team but they Liverpool take hope from the hangover Liverpool have been nursingsince their fa cup semi-final defeat . champions league qualification is fading from view for Liverpool Liverpool ' men . Liverpool Liverpool , having been rested for the midweek defeat at hull city , is available to make his penultimate Liverpool appearance . andy hunter	14/15
359	359	02/05/2015	Manchester United	West Brom	0	1	NH	59	32	34	46	1.857142857	1.057142857	L	L	W	W	W	D	W	L	L	L	7	17	35	LLWWW	DWLLL	9	4	1	0	0	0	0	0	1	0	0.714285714	-0.4	0.8	0.142857143	-10	1.36	5.25	10.0	HW	1.3	5.0	9.0	1.36	5.0	9.0	1.36	4.5	9.0	sunday ' s defeat to everton consigned louis Manchester United Manchester United ' s Manchester United Manchester United to consecutive reverses for the first time in his inaugural season but liverpool losing to hull city then eased champions league qualification concerns . the dutchman put the 3-0 humiliation at goodison park down as a one-off . expect Manchester United Manchester United to be a little less sanguine should struggling West Brom West Brom turn Manchester United over and make it a twice-off . jamie jackson	14/15
360	360	02/05/2015	Sunderland	Southampton	2	1	H	28	47	50	26	0.942857143	1.628571429	W	D	L	W	L	D	L	W	L	W	14	8	35	WDLWL	DLWLW	7	7	0	0	0	0	0	0	0	0	-0.628571429	0.6	-0.685714286	0.0	6	4.2	3.4	2.05	HL	3.3	3.3	2.1	4.0	3.3	2.05	4.0	3.1	2.05	incentives and subplots abound . while Sunderland are desperate to avenge an 8-0 humiliation at Southampton earlier in the season and dick Sunderland is determined to keep them in the premier league , ronald Southampton remains on a mission to transport Southampton into europe . something has to give in this double-dutch tactical duel but it will be no surprise if years of haphazard recruitment and general decision making continue to take their toll on a north east club who could Southampton with emulating Southampton ' s slick , intelligent synchronicity and efficiency behind the scenes . louise taylor	14/15
361	361	02/05/2015	Swansea City	Stoke City	2	0	H	41	39	44	42	1.428571429	1.342857143	W	L	D	W	W	D	W	D	L	L	12	9	35	WLDWW	DWDLL	10	5	0	0	0	0	0	0	0	0	-0.085714286	-0.085714286	0.085714286	0.142857143	3	2.3	3.4	3.4	HW	2.2	3.2	3.2	2.15	3.3	3.5	2.3	3.2	3.2	these two teams are locked in mid-table with no europa league aspirations but securing eighth place would guarantee either of them a highest ever premier league finish . Swansea City Swansea City described the game as probably Swansea City ' s most important of the season , but Stoke City will rely on their top scorer Stoke City biram Stoke City or perhaps on another strike from the in-form Stoke City Swansea City , who will play with a protective mask after breaking his nose in training . Stoke City georgiev	14/15
362	362	02/05/2015	West Ham United	Burnley	1	0	H	42	26	42	52	1.257142857	0.742857143	D	L	D	L	W	L	L	L	D	L	13	18	35	DLDLW	LLLDL	5	1	0	0	0	0	0	0	0	0	0.0	-0.742857143	0.514285714	0.114285714	-5	2.25	3.5	3.4	HW	2.2	3.3	3.1	2.15	3.4	3.5	2.25	3.2	3.3	sean Burnley must have hoped that his side ' s victory over manchester city in march would kickstart a survival bid but Burnley have not scored and picked up only one point from the five matches since then , and last saturday ' s home defeat by leicester means they head to east london five points adrift of safety . West Ham United West Ham United , with only one win in their last 13 games , seem ideal opposition . paul chronnell	14/15
363	363	03/05/2015	Chelsea	Crystal Palace	1	0	H	68	42	27	47	2.285714286	1.2	W	D	W	W	W	L	L	W	W	W	3	11	35	WDWWW	LLWWW	13	9	1	0	0	0	1	0	0	0	1.171428571	-0.142857143	1.085714286	0.114285714	-8	1.36	5.25	10.0	HW	1.35	4.8	7.6	1.33	5.0	10.0	1.36	4.8	8.5	"Chelsea Chelsea will thrill in anticipation of Chelsea ' s first premier league title in five years . the hosts will secure the crown with victory and , given their unbeaten home record this season and Crystal Palace Crystal Palace ' s recent slip in standards with safety assured , the opportunity is there for the taking . "" them winning the league would be deserved because they ' ve done extraordinarily well this season , "" said Crystal Palace Crystal Palace , "" but we don ' t want them to Chelsea it against us. "" that may be wishful thinking given it is 33 years since Crystal Palace last won at Chelsea . dominic fifield"	14/15
364	364	03/05/2015	Tottenham Hotspur	Manchester City	0	1	NH	55	70	49	36	1.657142857	1.914285714	D	W	L	D	W	W	W	L	L	W	6	1	35	DWLDW	WWLLW	8	9	0	0	0	0	0	0	0	0	0.171428571	0.971428571	-0.257142857	-0.028571429	5	3.75	3.75	2.05	HL	3.6	3.3	2.0	3.5	3.75	2.05	3.75	3.3	2.05	this one has an end-of-season feel to it . Manchester City will not win the title but they will finish in the top four while Tottenham Hotspur will surely not finish in the top four and nor are they are relishing the chase for europa league qualification . the worry for manuel Manchester City is that there is also an end-of-era feel to it . the manager ' s job prospects at Manchester City are uncertain while his ageing squad looks set for a summer reboot . Manchester City hytner	14/15
365	365	09/05/2015	Aston Villa	West Ham United	1	0	H	26	42	48	42	0.914285714	1.257142857	L	W	D	L	L	D	L	D	L	W	15	13	35	LWDLL	DLDLW	4	5	0	0	0	0	0	0	0	0	-0.628571429	0.0	-0.342857143	-0.028571429	2	1.91	3.7	4.33	HW	1.9	3.45	3.8	1.95	3.6	4.0	1.95	3.4	4.0	another home game , another win - that will be the minimum requirement for tim Aston Villa ' s Aston Villa , who are only two points above the drop zone , despite beating everton at Aston Villa Aston Villa last saturday . Aston Villa Aston Villa returns from injury but will start on the bench against a West Ham United West Ham United side who have a chance to qualify for europe via the fair play table . what a test for reece Aston Villa , the 18-year-old defender , who will be up against an in-form Aston Villa Aston Villa . stuart West Ham United	14/15
366	366	09/05/2015	Crystal Palace	Manchester United	1	2	NH	42	59	48	35	1.166666667	1.805555556	L	L	L	W	W	L	L	L	W	W	11	7	36	LLLWW	LLLWW	6	6	0	0	0	0	0	0	0	0	-0.166666667	0.666666667	-0.638888889	0.0	4	4.5	3.6	1.91	HL	4.5	3.7	1.7	4.5	3.6	1.85	4.33	3.3	1.91	Crystal Palace Crystal Palace and Manchester United Manchester United have both lost their past three matches without scoring a goal , so something has to give . Manchester United , who have lost Manchester United Manchester United for the rest of the season , will hope for better . the recent wobble has left their champions league place under threat from liverpool and it will not be straightforward against Crystal Palace , who beat Manchester United city at Crystal Palace park last month . Crystal Palace ' s Manchester United Manchester United will be eager to show his former club that they were wrong to sell him . jacob steinberg	14/15
367	367	09/05/2015	Everton	Sunderland	0	2	NH	46	30	46	50	1.222222222	1.0	L	W	W	D	W	W	W	D	L	W	5	14	36	LWWDW	WWDLW	10	10	0	0	0	0	0	0	0	0	0.0	-0.555555556	0.222222222	0.0	-9	1.8	3.75	5.0	HW	1.95	3.4	3.55	1.8	3.6	4.8	1.73	3.5	5.0	Sunderland have one home game left and they have not Sunderland away from home in 2015 - that might have to change against Everton to ensure safety . with fixtures at the emirates and stamford bridge still to come , this is Sunderland ' s least testing trip of the run-in . however , it will still be tough as there is a fierce determination in the Everton squad to finish a disappointing season strongly . graham searles	14/15
368	368	09/05/2015	Hull City	Burnley	0	1	NH	33	26	48	53	0.944444444	0.722222222	L	W	W	L	L	L	L	L	L	D	16	18	36	LWWLL	LLLLD	6	1	0	0	0	0	0	0	0	0	-0.416666667	-0.75	0.222222222	0.138888889	-2	1.95	3.5	4.5	HW	1.8	3.5	4.2	1.95	3.4	4.2	1.95	3.4	4.0	this is Hull City city ' s most significant league game since the final-day draw against cardiff that got them back into the premier league two years ago . one more win might be enough to keep them in the division , while defeat would hugely increase the threat of relegation . Burnley , of course , have to win all their remaining three games to have any chance of remaining in the top flight . Hull City searles	14/15
369	369	09/05/2015	Leicester City	Southampton	2	0	H	39	48	54	28	0.944444444	1.583333333	W	L	W	W	W	L	D	L	W	L	18	8	36	WLWWW	LDLWL	12	4	1	0	0	0	0	0	0	0	-0.416666667	0.555555556	-0.638888889	0.222222222	10	2.6	3.4	2.9	HW	2.4	3.3	2.75	2.62	3.4	2.75	2.62	3.1	2.8	nigel Leicester City will aim to continue his side ' s renaissance against Southampton who have dipped in form by comparison in recent weeks . Leicester City have won five of their past six games and will know that another victory will take them toward safety . ronald Southampton is missing key players in Leicester City Southampton and dusan Southampton and could struggle to break down Leicester City as a result . graham searles	14/15
370	370	09/05/2015	Newcastle United	West Brom	1	1	NH	36	33	60	46	0.972222222	1.111111111	L	L	L	L	L	W	D	W	L	L	10	17	36	LLLLL	WDWLL	0	7	0	0	1	1	0	0	0	0	-0.666666667	-0.361111111	-0.138888889	-0.194444444	-7	2.55	3.3	3.0	HW	2.3	3.3	2.9	2.45	3.3	3.0	2.62	3.1	2.8	"john Newcastle United retains sufficient self-confidence to believe that , given a fairer wind , a stronger squad and better luck with injuries , he could emerge as "" the best coach in the premier league "" . yet even the very highest-calibre coaches rarely relish visits from tony West Brom . West Brom West Brom would certainly enjoy compounding Newcastle United ' s relegation troubles by consigning them to a ninth straight defeat . how Newcastle United could do without two key defenders , daryl janmaat and Newcastle United Newcastle United , suspended . at least papiss cisse should be back on the home bench , though . louise Newcastle United"	14/15
371	371	09/05/2015	Stoke City	Tottenham Hotspur	3	0	H	39	55	44	50	1.305555556	1.611111111	L	D	W	D	L	L	D	W	L	D	9	6	36	LDWDL	LDWLD	5	5	0	0	0	0	0	0	0	0	-0.138888889	0.138888889	-0.305555556	0.0	3	2.9	3.4	2.6	HL	2.65	3.3	2.5	2.9	3.4	2.5	2.8	3.1	2.62	Tottenham Hotspur ' s hopes of a top-four place were all but ended by their defeat to manchester city , so now the race for europa league places is on . or should that be the race to avoid it ? fifth and sixth place will certainly qualify for thursday night fun - but seventh will too if the fa cup final goes to form and is won by arsenal . Stoke City are out of the running , for which they may just be thankful . paul chronnell	14/15
372	372	10/05/2015	Chelsea	Liverpool	1	1	NH	69	49	27	38	2.305555556	1.694444444	W	W	D	W	W	W	L	D	W	L	3	2	36	WWDWW	WLDWL	13	7	0	0	0	0	0	0	0	0	1.166666667	0.305555556	0.611111111	0.166666667	1	2.1	3.5	3.8	HW	2.1	3.3	3.3	2.0	3.4	3.9	2.1	3.2	3.75	Liverpool will line up in the guard of honour for the champions as Chelsea Chelsea fans revel in their favourites ' success , with Liverpool Liverpool presumably braced for a galling afternoon crammed with reminders of that slip and those spurned transfers to these parts . the visitors ' captain will hardly care , and there is likely to be a show of respect from jose Chelsea for a player he has always admired . Chelsea should be rested after four days off . Liverpool , clinging to faint hopes of a top-four finish , must become the first visiting team to triumph here this season . dominic fifield	14/15
373	373	10/05/2015	Manchester City	Queens Park Rangers	6	0	H	71	39	36	61	1.944444444	0.75	W	W	W	L	L	L	D	L	D	W	1	18	36	WWWLL	LDLDW	9	5	0	0	0	0	0	0	0	0	0.972222222	-0.611111111	1.194444444	0.111111111	-17	1.22	7.5	13.0	HW	1.2	5.8	13.0	1.22	7.0	13.0	1.22	6.0	13.0	Queens Park Rangers could already be relegated when sunday ' s game kicks off because all the teams above chris Queens Park Rangers ' s side play on saturday . with Manchester City Manchester City having won three on the bounce there should only be one result . but there will be an different feel at the Manchester City stadium to when these clubs met on the final day three years ago and Manchester City aguero scored that goal . Manchester City now plot to ensure this does not happen again next may . jamie jackson	14/15
374	374	11/05/2015	Arsenal	Swansea City	0	1	NH	66	43	34	44	1.944444444	1.472222222	L	W	D	W	W	W	W	L	D	W	4	12	36	LWDWW	WWLDW	10	10	0	0	0	0	0	0	0	0	0.888888889	-0.027777778	0.472222222	0.0	-8	1.3	6.0	11.0	HW	1.35	4.8	7.6	1.33	5.25	9.5	1.33	5.0	9.0	"arsene Arsenal is heartened by the returns to match fitness of Arsenal Arsenal , Arsenal Arsenal and Arsenal Arsenal but sees little need to alter an Arsenal lineup that has been unchanged for four matches in a row . "" i ' m ready to change but we had a stability on the tactical front , the confidence was there and i didn ' t change recently. "" he said . he may be forced into one switch when Swansea City visit , as Arsenal Arsenal is rated 50-50 after sustaining a knock to the fibula against hull . nick ames"	14/15
375	375	16/05/2015	Burnley	Stoke City	0	0	NH	26	39	53	44	0.722222222	1.305555556	L	L	L	L	D	L	D	W	D	L	18	9	36	LLLLD	LDWDL	1	5	0	0	0	0	0	0	0	0	-0.75	-0.138888889	-0.583333333	-0.111111111	9	2.7	3.3	2.88	HW	2.75	3.3	2.4	2.62	3.3	2.9	2.7	3.1	2.7	Burnley play their final home game of the campaign with the knowledge they will be playing in the championship next season . the mood should not be too sombre though as Burnley have been hardworking and unified under sean Burnley , a small consolation but one that should stand them in good stead for a possible return to the premier league for the 2016-17 season . graham searles	14/15
376	376	16/05/2015	Liverpool	Crystal Palace	1	3	NH	50	43	39	50	1.675675676	1.135135135	D	W	L	D	W	L	L	L	L	W	2	11	37	DWLDW	LLLLW	8	3	0	0	0	0	0	0	0	0	0.297297297	-0.189189189	0.540540541	0.135135135	-9	1.45	4.75	8.0	HW	1.45	4.0	7.0	1.5	4.5	6.5	1.44	4.2	8.0	rarely has a meaningless end-of-season fixture carried such emotional significance , for Liverpool supporters anyway as they prepare to give Liverpool Liverpool his Liverpool send-off . there will be flags , there will be banners , there will be tears and maybe , just maybe , a final long-range screamer from the captain . Crystal Palace , not for the first time , will hope to spoil Liverpool ' s big day . sachin nakrani	14/15
377	377	16/05/2015	Queens Park Rangers	Newcastle United	2	1	H	39	37	67	61	0.72972973	0.972972973	L	L	D	L	D	D	L	L	L	L	18	10	37	LLDLD	DLLLL	2	1	0	0	0	0	0	0	1	0	-0.756756757	-0.648648649	-0.243243243	0.027027027	8	3.1	3.5	2.4	HL	2.9	3.3	2.3	2.9	3.5	2.5	2.9	3.25	2.4	Queens Park Rangers ' s final two league games have been rendered irrelevant in terms of the club ' s survival , though they represent an opportunity for chris Queens Park Rangers to prove himself . the pressure here will be on Newcastle United as they desperately seek a victory that could spare them an agonising final day . in truth , everyone in the arena will be disaffected by the way their club ' s campaign has played out . disaffection and disappointment will abound . dominic fifield	14/15
378	378	16/05/2015	Southampton	Aston Villa	6	1	H	48	30	30	50	1.540540541	1.027027027	L	L	D	L	W	W	W	L	W	D	8	15	37	LLDLW	WWLWD	4	10	0	0	0	0	0	0	0	0	0.486486487	-0.540540541	0.513513514	-0.162162162	-7	1.75	3.8	5.25	HW	1.75	3.5	4.5	1.75	3.75	5.0	1.75	3.5	5.0	Aston Villa Aston Villa go into their penultimate game of the campaign knowing that victory will ensure their premier league status . tim Aston Villa ' s influence has improved Aston Villa greatly and he will be confident his side can win their third successive game at the expense of Southampton who have been poor of late . the Southampton have managed only one point from their last four games . Aston Villa searles	14/15
379	379	16/05/2015	Sunderland	Leicester City	0	0	NH	30	41	50	54	1.0	1.0	D	W	W	D	L	W	W	L	W	W	14	18	37	DWWDL	WWLWW	8	12	0	0	0	0	0	0	0	0	-0.540540541	-0.351351351	0.0	-0.108108108	-4	2.8	3.3	2.75	HL	2.4	3.2	2.85	2.75	3.3	2.75	2.7	3.1	2.7	"thermometers are predicted to touch a sunny 13c when the clock strikes three at the stadium of Sunderland . not exactly roasting but warm enough to discard winter scarves - well unless you are dick Sunderland . Sunderland ' s manager has wrapped his neck in a piece of "" lucky "" Sunderland wool - "" stylish eh , "" he says - ever since succeeding gus poyet and , after wearing it during last week ' s rather flukey win at everton , is unlikely to dispense with it . a game Sunderland could do with winning slightly more than nigel Leicester City . the influence of Sunderland ' s Sunderland gomez and Leicester City ' s Leicester City Leicester City will be missed after both sustained serious knee injuries . louise taylor"	14/15
380	380	16/05/2015	Tottenham Hotspur	Hull City	2	0	H	55	33	53	49	1.567567568	0.918918919	L	L	D	W	L	L	L	W	W	L	6	16	37	LLDWL	LLWWL	4	6	0	0	0	0	0	0	0	0	0.054054054	-0.432432432	0.648648649	-0.054054054	-10	1.8	3.8	4.75	HW	1.7	3.8	4.3	1.8	3.75	4.75	1.8	3.3	5.0	Hull City city travel to Tottenham Hotspur knowing that their premier league future is now not in their own hands . however , one plus is that they can not be relegated this weekend . Hull City Hull City will tell his players that three points are essential given the form of their relegation rivals . also they travel to old trafford on the final day of the season . it is obvious why Hull City are favourites to be relegated . Hull City searles	14/15
381	381	16/05/2015	West Ham United	Everton	1	2	NH	43	46	43	48	1.27027027	1.189189189	L	W	D	L	D	L	L	W	W	D	13	5	37	LWDLD	LLWWD	5	7	0	0	0	0	0	0	0	0	0.0	-0.054054054	0.081081081	-0.054054054	8	2.9	3.4	2.6	HL	2.6	3.2	2.6	2.8	3.4	2.62	2.8	3.1	2.6	the intriguing subplot is that West Ham United West Ham United and Everton are locked in a race to qualify for europe via the fair play league . or should that be the race to avoid the europa league ? it will be interesting to see how many times West Ham United friend has to reach for his cards . West Ham United West Ham United may have West Ham United West Ham United back after hamstring trouble , but Everton ' s Everton Everton is missing after having ankle surgery . jacob steinberg	14/15
382	382	17/05/2015	Manchester United	Arsenal	1	1	NH	61	67	36	35	1.837837838	1.918918919	W	L	L	L	W	D	L	W	D	W	7	4	37	WLLLW	DLWDW	6	8	0	0	0	0	0	0	0	0	0.675675676	0.864864865	-0.081081081	-0.054054054	3	2.45	3.5	3.0	HW	2.3	3.3	2.9	2.4	3.5	2.9	2.5	3.1	3.0	"for Manchester United Manchester United to have any chance of finishing third they must beat Arsenal , who have a match in hand , with louis Manchester United Manchester United saying : "" we can put pressure on Arsenal and that is what we want to do on sunday. "" however , arsene Arsenal has a settled side while Manchester United Manchester United will be without Manchester United Manchester United , Manchester United Manchester United and Manchester United Manchester United , and Manchester United Manchester United and Manchester United da silva are doubts , so Manchester United ' s task is made even more difficult . jamie jackson"	14/15
383	383	17/05/2015	Swansea City	Manchester City	2	4	NH	44	77	44	36	1.513513514	1.972972973	W	W	W	L	D	W	W	W	W	L	12	1	37	WWWLD	WWWWL	10	12	0	0	0	0	0	0	0	0	0.0	1.108108108	-0.45945946	-0.054054054	11	4.75	4.2	1.75	HL	4.5	3.5	1.75	4.5	4.0	1.75	5.0	3.5	1.75	Swansea City have hit form as the end of the season draws near , with only one defeat in their past seven matches . a positive result against Manchester City on sunday could even see Swansea City Swansea City ' s side snatch a europa league spot at the end of may , especially if arsenal win the fa cup . the visitors , however , will take a big step towards securing second in the table with a win , particularly if Manchester City united do them a favour against arsenal later in the day . rich flower	14/15
384	384	18/05/2015	West Brom	Chelsea	3	0	H	34	70	47	28	1.108108108	2.27027027	D	W	D	W	L	D	W	W	D	W	17	3	37	DWDWL	DWWDW	8	11	0	0	0	0	0	0	0	0	-0.351351351	1.135135135	-1.162162162	-0.081081081	14	4.1	3.5	2.0	HL	3.6	3.3	2.0	4.0	3.5	1.95	4.0	3.1	2.05	West Brom Chelsea could make his first appearance for Chelsea since 4 april after recovering from a hamstring injury . his replacements , Chelsea Chelsea and loic remy , have managed just one goal between them during his absence - although this failed to stop jose Chelsea ' s side cruising to the title . albion are safe from relegation and have only PS1.2m per place premier league prize money to play for . rich flower	14/15
385	385	24/05/2015	Arsenal	West Brom	4	1	H	67	37	35	47	1.894736842	1.157894737	D	D	L	W	D	W	D	W	D	W	4	17	38	DDLWD	WDWDW	6	11	0	0	0	0	0	0	0	0	0.842105263	-0.263157895	0.736842105	-0.131578947	-13	1.4	5.25	8.5	HW	1.4	4.4	7.3	1.36	5.0	9.0	1.4	4.5	8.0	arsene Arsenal has spoken of a season of progress and while Arsenal supporters are grateful not to be sweating on a top-four place on the final day , they are also rather miffed at three successive home games without scoring that do not bode too well for next saturday ' s fa cup final . tony West Brom ' s albion , safe and having just mauled the champions 3-0 , will be out to make that four . paul chronnell	14/15
386	386	24/05/2015	Aston Villa	Burnley	0	1	NH	31	27	56	53	1.0	0.789473684	L	W	W	L	W	D	W	L	L	L	15	18	38	LWWLW	DWLLL	9	4	0	0	0	0	0	0	1	0	-0.657894737	-0.684210526	0.210526316	0.131578947	-3	2.1	3.6	3.75	HW	2.0	3.3	3.6	2.1	3.4	3.6	2.1	3.3	3.5	tim Aston Villa could be forgiven for having an eye , or possibly even both eyes , on next week ' s fa cup final against arsenal . but even though Aston Villa Aston Villa ' s top-flight place is safe and already-relegated Burnley are heading to Aston Villa Aston Villa , he has vowed not to rest players . the visitors , with little but pride to play for , could still suffer the ignominy of finishing bottom if queens Aston Villa rangers can avoid defeat at leicester . rich flower	14/15
387	387	24/05/2015	Chelsea	Sunderland	3	1	H	70	30	31	50	2.210526316	1.0	L	D	W	W	D	D	D	W	W	D	3	14	38	LDWWD	DDWWD	8	9	0	0	0	0	0	0	0	0	1.026315789	-0.52631579	1.210526316	-0.026315789	-11	1.36	5.25	9.5	HW	1.3	5.0	9.0	1.36	5.0	9.0	1.36	4.5	10.0	these sides have met their season ' s objectives , which should transform Chelsea Chelsea into something of a celebration . dick Sunderland ' s achievement in retaining Sunderland ' s top flight status should be lauded . jose Chelsea , the manager of the season , would have preferred to have hoisted the silverware after the victory over crystal palace earlier this month but will still savour the moment as he flings more youngsters into the fray to gain experience . he pinpointed the 5-3 defeat at tottenham on new year ' s day as psychologically important for his team . they have not looked back since . dominic fifield	14/15
388	388	24/05/2015	Crystal Palace	Swansea City	1	0	H	46	46	51	48	1.184210526	1.473684211	W	L	L	L	L	L	W	W	W	L	11	12	38	WLLLL	LWWWL	3	9	0	0	1	0	0	0	0	0	-0.131578947	-0.052631579	-0.289473684	-0.157894737	-1	2.25	3.6	3.3	HW	2.1	3.3	3.3	2.2	3.5	3.2	2.3	3.2	3.2	Swansea City find themselves in the odd position of having literally nothing to play for on the last day of the season - they can not catch southampton above them and can not be overtaken by stoke , who trail them by five points . Crystal Palace could still sneak into the top 10 if they win and other results go their way which would be quite an achievement given their situation when Swansea City Crystal Palace arrived in january . rich flower	14/15
389	389	24/05/2015	Everton	Tottenham Hotspur	0	1	NH	48	57	49	53	1.236842105	1.605263158	W	L	L	W	W	W	L	L	D	W	5	6	38	WLLWW	WLLDW	9	7	0	0	0	0	0	0	0	0	-0.026315789	0.105263158	-0.368421053	0.052631579	-1	2.4	3.6	3.0	HW	2.4	3.3	2.75	2.4	3.4	3.0	2.4	3.1	3.1	mauricio Tottenham Hotspur will end his first season as Tottenham Hotspur manager with a fifth-placed finish should his team win at Everton and liverpool lose at stoke , who beat Tottenham Hotspur comfortably on their last away outing . for Everton Everton , the aim is to hold on to a place in the top half after a difficult season and , possibly , give Everton Everton a more fitting end to a fine Everton career having frozen the veteran defender out of his plans since january . Tottenham Hotspur Tottenham Hotspur is ineligible to face his parent club . andy hunter	14/15
390	390	24/05/2015	Hull City	Manchester United	0	0	NH	33	62	51	37	0.894736842	1.815789474	L	L	L	W	W	D	W	L	L	L	16	7	38	LLLWW	DWLLL	6	4	0	0	0	0	0	0	1	0	-0.473684211	0.657894737	-0.921052632	0.052631579	9	3.2	3.75	2.25	HL	2.85	3.6	2.2	3.25	3.5	2.2	3.2	3.3	2.25	on the final day of the season six years ago Hull City lost 1-0 to Manchester United Manchester United and still survived . this time they have to win and hope newcastle don ' t defeat west ham . Manchester United have secured a champions league place so will be a touch relaxed no matter how professional they attempt to be . this could give Hull City the chance to pull off the required victory - then it is all about what occurs on tyneside . jamie jackson	14/15
391	391	24/05/2015	Leicester City	Queens Park Rangers	5	1	H	41	41	54	68	1.0	0.789473684	D	W	W	L	W	W	L	L	D	L	18	18	38	DWWLW	WLLDL	10	4	0	0	0	0	0	0	0	0	-0.342105263	-0.710526316	0.210526316	0.157894737	0	1.6	4.33	6.0	HW	1.6	3.9	5.0	1.62	4.0	5.5	1.62	3.8	5.5	after guiding Leicester City city to safety , nigel Leicester City will want to end the season with a seventh home win and a 14th-place finish after being bottom of the premier league just six weeks ago . for Leicester City Queens Park Rangers it is a chance for Queens Park Rangers park Queens Park Rangers to bow out of the top flight with pride and they could even claw their way up to 19th if they manage to better burnley ' s result at aston villa . harry edwards	14/15
392	392	24/05/2015	Manchester City	Southampton	2	0	H	81	54	38	31	2.0	1.578947368	W	W	W	W	W	W	L	L	D	L	1	8	38	WWWWW	WLLDL	15	4	1	1	0	0	0	0	0	0	1.131578947	0.605263158	0.421052632	0.289473684	-7	1.57	4.5	6.0	HW	1.5	4.0	6.1	1.57	4.2	6.0	1.57	3.8	6.0	a season that started so brightly for Southampton has faded somewhat as the climax approaches but , after the ructions of last summer , most supporters would have gladly accepted seventh place if offered it at the start of the campaign . there is still a chance that ronald Southampton ' s side could rise as high as fifth if fortune favours them , while Manchester City are safe in second following arsenal ' s stalemate with sunderland on wednesday . rich flower	14/15
393	393	24/05/2015	Newcastle United	West Ham United	2	0	H	38	44	63	45	0.947368421	1.236842105	L	D	L	L	L	L	L	W	D	L	10	13	38	LDLLL	LLWDL	1	4	0	0	1	0	0	0	0	0	-0.657894737	-0.026315789	-0.289473684	-0.078947368	-3	1.83	4.0	4.33	HW	1.65	3.8	4.6	1.8	3.75	4.5	1.8	3.5	4.5	it is a little over seven years since Newcastle United sacked sam West Ham United . now , on what seems virtually certain to be his final game in charge of the visitors , he can possibly help push his old club into the championship . if john Newcastle United has been heartened to learn that West Ham United West Ham United ' s players were all given most of this week off , his team ' s recent record of does not inspire confidence . after collecting a solitary point from their past 10 games Newcastle United really are in crisis . louise Newcastle United	14/15
